Date,Open,High,Low,Close,Adj Close,Volume,Earnings
10/11/2000,753.18,753.21,747.38,752.44,752.44,16485200,
13/11/2000,751.11,751.11,732.99,737.2,737.2,30465600,
14/11/2000,737.13,745.25,736.68,745.25,745.25,24395800,
15/11/2000,746.01,746.23,736.23,737.68,737.68,24932800,
16/11/2000,737.77,737.79,728.53,730,730,28134000,
17/11/2000,728.81,735.68,727.03,735.09,735.09,24599200,
20/11/2000,734.59,739.04,733.13,739.04,739.04,17384800,
21/11/2000,731.68,731.68,725.84,727.08,727.08,22644800,
22/11/2000,727.24,730.9,720.22,720.67,720.67,27321000,
23/11/2000,720.67,720.67,708.87,708.87,708.87,29346000,
24/11/2000,708.51,715.67,705.16,713.63,713.63,52531800,
27/11/2000,714.26,731.09,714.26,731.09,731.09,42496800,
28/11/2000,731.3,741.19,729.57,738.42,738.42,53827200,
29/11/2000,737.29,737.29,729.21,732.25,732.25,23818200,
30/11/2000,731.09,733.18,725.74,729.95,729.95,32002000,
01/12/2000,728.93,728.93,721.17,725.69,725.69,27745600,
04/12/2000,725.89,732.25,722.27,723.76,723.76,33249600,
05/12/2000,724.61,731.51,722.94,729.5,729.5,33034600,
06/12/2000,734.61,742.88,734.61,741,741,45926600,
07/12/2000,739.87,739.87,730.51,735.97,735.97,27364800,
08/12/2000,735.52,737.94,729.78,733.49,733.49,25857400,
11/12/2000,731.52,736.09,728.52,736.09,736.09,20477200,
12/12/2000,736,736.32,723.07,724.89,724.89,36474800,
13/12/2000,725.05,726.86,717.82,719.25,719.25,42440000,
14/12/2000,719.25,721.13,712.5,712.5,712.5,34958200,
15/12/2000,712.21,712.21,697.76,700.44,700.44,50138000,
18/12/2000,697.31,711.1,685.27,711.1,711.1,50426800,
19/12/2000,710.68,720.74,707.65,710.86,710.86,43902600,
20/12/2000,710.66,714.13,697.17,705.51,705.51,37238000,
21/12/2000,703.66,703.66,685.75,700.96,700.96,48374800,
22/12/2000,699.03,704.09,696.39,696.39,696.39,35403600,
26/12/2000,698.38,704.89,673.74,679.64,679.64,45984400,
02/01/2001,676.44,676.44,653.15,666.63,666.63,32330600,
03/01/2001,663.2,665.24,652.61,657.52,657.52,35858600,
04/01/2001,665.19,667.19,654.47,663.87,663.87,53518000,
05/01/2001,661.5,670.18,655.12,670.18,670.18,53736200,
08/01/2001,667.79,681.26,667.18,675,675,48495800,
09/01/2001,674.93,676.18,664.88,674.54,674.54,37376400,
10/01/2001,675.23,680.25,670.91,679.79,679.79,33819000,
11/01/2001,680.67,683.5,673.97,675.77,675.77,28442000,
12/01/2001,676.97,681.2,675.28,678.9,678.9,26771800,
15/01/2001,678.71,687.4,677.81,682.66,682.66,25802400,
16/01/2001,682.58,685.37,679.29,679.29,679.29,22001200,
17/01/2001,679.55,682.56,670.64,679.65,679.65,31158200,
18/01/2001,676.97,684.07,675.92,683.92,683.92,24624000,
19/01/2001,684.58,697.05,683.06,694.5,694.5,46550400,
22/01/2001,694.07,712.54,694.05,711.04,711.04,60870800,
26/01/2001,711.12,718.61,707.48,715.06,715.06,66266600,
29/01/2001,715.79,723.97,714.37,719.86,719.86,52776800,
30/01/2001,720.99,727.61,719.36,722.69,722.69,64741400,
31/01/2001,723.25,727.73,714.58,727.73,727.73,54597400,
02/02/2001,729.76,737.56,725.42,736.34,736.34,59207600,
05/02/2001,732.81,735.65,725.03,732.02,732.02,47652600,
06/02/2001,733.79,733.88,728.29,732.81,732.81,39155600,
07/02/2001,733.5,736.74,723.09,729.1,729.1,37415200,
08/02/2001,730.1,730.1,719.55,719.87,719.87,43361400,
09/02/2001,720.62,727.27,717.36,724.81,724.81,42958000,
12/02/2001,723.82,725.79,719.13,725.58,725.58,28402000,
13/02/2001,725.67,725.7,717.49,719.14,719.14,27395800,
14/02/2001,716.84,718.45,708.5,714.54,714.54,38354400,
15/02/2001,715.07,715.41,708.71,711.33,711.33,31232400,
16/02/2001,711.24,716.47,711.15,714.66,714.66,26145000,
19/02/2001,714.73,714.73,702.93,711.33,711.33,22291400,
20/02/2001,710.3,713.32,704.14,713.32,713.32,30401800,
21/02/2001,712.92,715.89,709.05,711.52,711.52,38747000,
22/02/2001,710.24,713.48,706.09,713.48,713.48,25583800,
23/02/2001,713.52,716.82,711.88,712.76,712.76,32355000,
26/02/2001,712.49,713.14,706.5,710.94,710.94,21384200,
27/02/2001,711.96,712.54,708.73,711.29,711.29,23463400,
28/02/2001,711.28,711.28,705.12,709.39,709.39,22669800,
01/03/2001,708,708,697.7,702,702,34864400,
02/03/2001,702.5,703.07,696.89,703.07,703.07,26751800,
05/03/2001,703.58,706.03,696.41,706.03,706.03,23987000,
07/03/2001,706.38,707.74,701.24,701.65,701.65,22819800,
08/03/2001,701.61,701.61,696.21,696.42,696.42,24947800,
09/03/2001,696.41,697.2,690.61,695.26,695.26,28370000,
12/03/2001,692.4,692.4,681.71,688.89,688.89,27525800,
13/03/2001,682.72,683.24,675.61,682.63,682.63,30806200,
14/03/2001,683.29,686.23,677.44,682.33,682.33,21964000,
15/03/2001,677.92,677.92,670.16,675.86,675.86,30450000,
16/03/2001,675.31,677.24,669.65,672.01,672.01,17209600,
19/03/2001,670.99,670.99,658.61,665.26,665.26,25695800,
20/03/2001,665.75,666.4,655.51,656.5,656.5,28580000,
21/03/2001,654.3,673.24,638.51,673.24,673.24,48334600,
22/03/2001,667.4,669.49,654.67,669.49,669.49,28597800,
23/03/2001,669.69,670.31,663.49,669.27,669.27,25410800,
27/03/2001,669.12,673.41,663.47,663.47,663.47,22693400,
28/03/2001,664.39,668.16,660.82,660.82,660.82,29110600,
29/03/2001,660.21,660.42,649.62,652.03,652.03,29214200,
30/03/2001,652.29,655.21,642.01,647.48,647.48,34140200,
02/04/2001,646.13,650.74,637.78,650.74,650.74,33540800,
03/04/2001,650.65,650.65,633.17,633.17,633.17,36603200,
04/04/2001,627.05,627.05,594.26,594.26,594.26,64955600,
05/04/2001,593.91,598.72,574.92,591.74,591.74,58565000,
06/04/2001,602.74,602.74,577.44,577.44,577.44,56622200,
09/04/2001,575.17,575.17,552.9,553.34,553.34,54154800,
10/04/2001,553.4,558.99,547.72,555.49,555.49,45980600,
11/04/2001,556.38,569.71,555.14,567.88,567.88,45710700,
12/04/2001,567.57,568.23,559.71,566.47,566.47,31511000,
13/04/2001,568.56,581.37,568.56,581.37,581.37,27547400,
16/04/2001,581.04,581.68,573.69,581.37,581.37,22807400,
17/04/2001,581.84,581.84,571.51,575.07,575.07,23715200,
18/04/2001,576.23,578.2,564.66,570.02,570.02,30621400,
19/04/2001,577.11,578.52,567.68,570.01,570.01,58316400,
20/04/2001,571.63,582.69,569.7,575.67,575.67,74064800,
23/04/2001,576.63,577.25,570.49,573.37,573.37,31280200,
24/04/2001,572.96,573,567.49,571.69,571.69,29513600,
25/04/2001,571.16,576.68,570,573,573,28014200,
26/04/2001,572.63,581.57,572.63,579.89,579.89,37894800,
27/04/2001,580.07,591.32,579.98,585.87,585.87,40353400,
30/04/2001,588.37,593.79,583.77,584.5,584.5,47172000,
02/05/2001,592.03,612.07,591.11,611.42,611.42,106190800,
03/05/2001,615.98,620.48,606.66,606.66,606.66,100927400,
04/05/2001,604.17,604.18,576.99,576.99,576.99,62512600,
08/05/2001,576.73,581.33,569.53,570.91,570.91,44474800,
09/05/2001,571.08,574.51,568.81,572.91,572.91,35727800,
10/05/2001,573.84,579.98,572.11,573.73,573.73,42788600,
11/05/2001,573.5,573.5,570.22,571.02,571.02,33463600,
14/05/2001,570.35,570.35,562.49,566.69,566.69,27497400,
15/05/2001,566.75,566.93,559.97,561.46,561.46,43329400,
16/05/2001,561.18,569.03,561.18,565.15,565.15,33079400,
17/05/2001,568.59,572.22,564.73,565.61,565.61,31601200,
18/05/2001,565.84,565.84,555.86,557.66,557.66,31742000,
21/05/2001,557.43,560.08,552.7,554.36,554.36,22424000,
22/05/2001,554.97,560.06,552.46,556.52,556.52,37065600,
23/05/2001,556.38,561.68,555.84,560.79,560.79,37837000,
24/05/2001,560.75,567.65,558.69,567.58,567.58,52855800,
25/05/2001,568.53,570.06,563.72,563.72,563.72,35423600,
28/05/2001,563.95,566.09,560.65,566.09,566.09,20820000,
29/05/2001,566.18,569.6,565.02,567.62,567.62,25404800,
30/05/2001,567.44,570.81,566.95,570.68,570.68,24672400,
31/05/2001,570.49,572.88,568.39,572.88,572.88,25971200,
01/06/2001,573.3,573.65,569.68,571.26,571.26,22652400,
05/06/2001,571.12,571.12,563.26,567.36,567.36,45633800,
06/06/2001,567.74,568.99,563.23,564.08,564.08,24579600,
07/06/2001,563.93,567.15,562.75,567.15,567.15,21623000,
08/06/2001,566.54,577.09,566.54,575.71,575.71,40862000,
11/06/2001,575.79,586.58,574.75,585.28,585.28,41134600,
12/06/2001,584.75,597.51,584.01,593.11,593.11,60877200,
13/06/2001,593.93,598.72,589.84,598.72,598.72,54384600,
14/06/2001,598.55,607.02,597.3,600.86,600.86,57317600,
15/06/2001,599.59,599.59,588.61,589.42,589.42,36396000,
18/06/2001,588.65,588.77,579.26,584.82,584.82,23066000,
19/06/2001,585.39,592.13,585.39,589.93,589.93,34295800,
20/06/2001,590.13,590.71,586.11,586.11,586.11,25222800,
21/06/2001,586.3,592,586.03,592,592,25316800,
22/06/2001,592.15,592.72,587.89,587.89,587.89,27724200,
25/06/2001,587.95,590.92,585.65,590.43,590.43,25210000,
26/06/2001,590.42,596.07,589.15,595.24,595.24,28134600,
27/06/2001,595.22,595.45,590.65,590.65,590.65,24085400,
28/06/2001,590.78,593.52,586.96,586.96,586.96,35841200,
29/06/2001,587.68,594.19,587.68,592.99,592.99,48969600,
02/07/2001,591.66,591.83,584.67,586.25,586.25,19466600,
03/07/2001,586.32,591.18,586.06,591.18,591.18,16276400,
04/07/2001,591.22,599.2,590.67,598.14,598.14,24853200,
05/07/2001,598.21,619.86,598.21,617.14,617.14,126986400,
06/07/2001,617.9,637.59,616.71,626.81,626.81,114104200,
09/07/2001,623.21,632.05,620.52,627.7,627.7,52606400,
10/07/2001,627.81,627.83,622.72,626.23,626.23,42715400,
11/07/2001,625.85,625.85,615.85,618.01,618.01,30750400,
12/07/2001,618.18,618.38,609.62,609.83,609.83,31085600,
13/07/2001,612.7,621.52,612.66,621.03,621.03,54397600,
16/07/2001,621.59,631.74,621.54,630.1,630.1,47511600,
17/07/2001,631.78,637.71,630.97,637.4,637.4,78879400,
18/07/2001,639.49,649.29,639.49,647.72,647.72,119950600,
19/07/2001,648.61,654.31,646.95,649.49,649.49,163401000,
20/07/2001,649.68,651.77,646.76,648.78,648.78,113723600,
23/07/2001,649.4,650.23,636.8,637.33,637.33,82245600,
24/07/2001,637.15,638.31,628.57,636.59,636.59,87669400,
25/07/2001,637.1,646.98,637.1,643.77,643.77,123725800,
26/07/2001,644.13,648.85,641.84,642.79,642.79,121132800,
27/07/2001,643.44,649.1,643.44,646.33,646.33,95070800,
30/07/2001,646.83,658.02,646.83,657.51,657.51,93954400,
31/07/2001,658,667.11,657.25,659.4,659.4,102820600,
01/08/2001,660.06,663.32,656.3,662.96,662.96,84969400,
02/08/2001,663.59,667.79,660.74,661.65,661.65,103427400,
03/08/2001,662.71,662.95,658.04,659.25,659.25,67276400,
06/08/2001,659.03,659.26,652.97,654.02,654.02,52498800,
07/08/2001,653.88,659.12,650.35,657.65,657.65,55297800,
08/08/2001,657.79,659.03,654.77,656.82,656.82,46838000,
09/08/2001,656.27,657.01,650.21,652.09,652.09,59667600,
10/08/2001,652.09,652.25,644.92,648.06,648.06,53187400,
13/08/2001,647.76,649.61,645.57,648.32,648.32,48363000,
14/08/2001,648.51,658.87,648.51,657.72,657.72,62618800,
15/08/2001,658.59,663.87,655.76,656.26,656.26,59301400,
16/08/2001,656.81,658.8,653.92,655.15,655.15,43694000,
17/08/2001,655.2,658.71,655.11,655.76,655.76,38125400,
20/08/2001,655.15,655.41,652.35,654.42,654.42,33844600,
21/08/2001,654.55,655.54,652.22,653.77,653.77,36213400,
22/08/2001,653.81,658.03,652.88,657.11,657.11,34633600,
23/08/2001,658.04,671.91,658.04,669.86,669.86,57989200,
24/08/2001,670.14,684.7,669.42,682.87,682.87,98750400,
27/08/2001,684.69,697.42,684.69,694.22,694.22,121996200,
28/08/2001,694.23,697.01,689.64,691.47,691.47,73843200,
29/08/2001,690.89,690.99,685.67,689.05,689.05,44137000,
30/08/2001,689.18,689.46,684.82,687.16,687.16,53114800,
03/09/2001,686.35,693.28,686.07,690.45,690.45,55876200,
04/09/2001,690.53,695.38,687.73,687.73,687.73,53562800,
05/09/2001,687.71,690.85,686.85,688.9,688.9,44040800,
06/09/2001,689.09,690.45,686.66,688,688,53236600,
07/09/2001,687.94,701.23,686.03,696.65,696.65,95708400,
10/09/2001,696.27,701.76,694.75,695.28,695.28,89874600,
11/09/2001,695.4,697.8,690.54,690.54,690.54,72012000,
13/09/2001,660.99,666.22,644.31,664.52,664.52,142469600,
14/09/2001,663.01,663.48,641.18,644.53,644.53,109097400,
17/09/2001,636.08,636.08,600.51,609,609,98886000,
18/09/2001,612.79,627.32,589.9,607.64,607.64,83743800,
19/09/2001,609.73,633.72,609.17,633.52,633.52,65948200,
20/09/2001,631.84,631.84,622.02,629.74,629.74,48582400,
21/09/2001,619.46,619.46,605.08,607.91,607.91,71088400,
24/09/2001,607.28,607.28,588.77,605.44,605.44,51086800,
25/09/2001,616.11,616.31,604.25,605.95,605.95,39457600,
26/09/2001,606.22,610.03,602.03,602.51,602.51,35836600,
27/09/2001,602.7,616.34,602.25,612.64,612.64,43737200,
28/09/2001,614.57,619.6,612.85,615.34,615.34,53157400,
01/10/2001,617.15,617.76,611.39,613.95,613.95,18628400,
02/10/2001,613,616.74,611.51,616.74,616.74,23647600,
03/10/2001,617.5,617.88,614.04,616.72,616.72,43612400,
04/10/2001,618.57,618.57,606.51,611.05,611.05,72338400,
05/10/2001,610.66,613.46,608.89,609,609,35180600,
08/10/2001,604.11,604.11,595.44,599.77,599.77,32742000,
09/10/2001,599.75,609.9,599,609.66,609.66,35679200,
10/10/2001,610.15,612.03,603.9,603.9,603.9,41002600,
11/10/2001,606.49,610.01,606.26,609.39,609.39,38403600,
12/10/2001,610.96,613.74,610.35,611.32,611.32,44569600,
15/10/2001,611.37,618.9,610.78,618.9,618.9,23204400,
16/10/2001,620.18,623.54,616.2,616.85,616.85,35293200,
17/10/2001,617.56,621.78,617.56,621.58,621.58,36245200,
18/10/2001,621.93,623.51,620.37,620.77,620.77,29539600,
19/10/2001,621.29,621.3,614.18,615.02,615.02,33309600,
22/10/2001,614.21,614.27,608.5,609.09,609.09,26506200,
23/10/2001,610.68,614.16,608.99,613.62,613.62,26949200,
24/10/2001,614.06,616.45,612.91,616.4,616.4,29308400,
25/10/2001,616.56,618.6,614.4,615.11,615.11,27015400,
26/10/2001,615.41,616.01,609.73,612.41,612.41,29336800,
29/10/2001,612.45,613.67,605,605.8,605.8,21515000,
30/10/2001,605.24,605.26,601.37,603.19,603.19,21520000,
31/10/2001,603.19,603.34,597.39,600.07,600.07,28322000,
01/11/2001,599.75,599.75,595.53,596.02,596.02,29014200,
02/11/2001,596.65,601.45,595.46,596.65,596.65,32192000,
05/11/2001,597.37,598.43,591.09,592.85,592.85,26184200,
06/11/2001,593.87,595.8,591.21,592.75,592.75,20537400,
07/11/2001,592.58,593.94,589.88,592.26,592.26,20897800,
08/11/2001,592.24,598.57,591.54,598.57,598.57,44704600,
09/11/2001,598.39,602.6,598.02,599.45,599.45,30545400,
12/11/2001,599.46,604.33,598.5,603.68,603.68,42964600,
13/11/2001,603.3,612.72,602.81,612.72,612.72,80015800,
15/11/2001,616.63,632.67,616.63,632.5,632.5,79760200,
16/11/2001,633.86,636.19,631.33,635.31,635.31,76604000,
19/11/2001,636.07,636.43,627.42,628.14,628.14,74667800,
20/11/2001,628.26,633.33,624.2,625.38,625.38,87571200,
21/11/2001,624.13,632.91,621.66,632.91,632.91,47165000,
23/11/2001,633.14,640.37,633.11,639.53,639.53,78807800,
26/11/2001,639.53,641.52,637.43,640.48,640.48,69611000,
27/11/2001,640.76,642.84,637.16,638.35,638.35,54036400,
28/11/2001,638.63,641.06,632.05,641.06,641.06,50713200,
29/11/2001,641.05,642.92,638.48,641.95,641.95,44286600,
30/11/2001,642.29,643.78,637.44,638.02,638.02,55395600,
03/12/2001,637.83,644.05,637.04,643.35,643.35,38194800,
04/12/2001,643.12,647.51,641.74,647.51,647.51,45839800,
05/12/2001,648.07,662.27,648.07,653.01,653.01,109358800,
06/12/2001,659.17,663.65,655.99,656.38,656.38,86157400,
07/12/2001,656.46,662.85,655.56,661.52,661.52,53567000,
10/12/2001,661.11,668.26,661.05,667.11,667.11,66249400,
11/12/2001,666.84,668.09,662.78,668.09,668.09,49095600,
12/12/2001,668.18,669.22,664.9,669.22,669.22,56224000,
13/12/2001,669.26,670.06,659.99,662.01,662.01,66695200,
14/12/2001,661.12,666.04,656.24,664.12,664.12,52218600,
20/12/2001,663.79,663.88,659.76,662.45,662.45,52256200,
21/12/2001,661.97,665.63,659.68,665.05,665.05,30983800,
24/12/2001,665.6,669.58,665.19,669.58,669.58,21162600,
26/12/2001,670.91,679.9,667.2,679.3,679.3,33216200,
27/12/2001,679.94,687.72,679.89,687.72,687.72,51305600,
28/12/2001,687.94,691.64,683.74,691.64,691.64,54889400,
31/12/2001,692.11,696.09,688.74,696.09,696.09,70315600,
02/01/2002,695.2,695.2,681.5,682.83,682.83,21151600,
03/01/2002,682.93,687.64,682.63,683.48,683.48,36461000,
04/01/2002,685.34,693.47,685.34,693.47,693.47,79658400,
07/01/2002,694.63,701.54,694.21,697.11,697.11,79894400,
08/01/2002,697.28,697.29,689.82,692.21,692.21,51177800,
09/01/2002,692.4,700.52,692.4,700.47,700.47,59042400,
10/01/2002,700.81,709.89,700.69,704.99,704.99,93495600,
11/01/2002,705.22,710.29,698.96,703.04,703.04,79813600,
14/01/2002,703.12,703.7,695.08,698.45,698.45,37137000,
15/01/2002,698.25,701.66,695.56,700.47,700.47,51988000,
16/01/2002,700.04,702.57,698.27,700.62,700.62,57383800,
17/01/2002,698.77,699.36,692.45,697.87,697.87,53405400,
18/01/2002,698.58,699.44,696.75,698.53,698.53,43545000,
21/01/2002,698.14,698.91,694.75,695.94,695.94,28618800,
22/01/2002,696.16,697,689,690.23,690.23,34325000,
23/01/2002,690.22,690.39,685.46,688.56,688.56,38767000,
24/01/2002,689.06,689.17,683.8,685.95,685.95,36877400,
25/01/2002,685.57,693.66,685.36,693.58,693.58,62420400,
28/01/2002,694.17,705.78,694.17,705.61,705.61,93280400,
29/01/2002,706.98,711.26,705.96,706.32,706.32,78651400,
30/01/2002,704.78,710,701.19,710,710,62820600,
31/01/2002,710.35,718.82,710.35,718.82,718.82,89088600,
04/02/2002,720.67,726.89,720.67,723.54,723.54,120115200,
05/02/2002,722.72,724.26,716.8,720.33,720.33,84898200,
06/02/2002,719.95,719.95,714.5,715.22,715.22,66408400,
07/02/2002,716.3,716.76,705.75,707.68,707.68,50504800,
08/02/2002,710.58,713.38,706.91,710.92,710.92,53730400,
14/02/2002,712.49,716.77,711.14,714.81,714.81,52196400,
15/02/2002,714.99,724.68,714.99,721.98,721.98,73101600,
18/02/2002,722.27,723.35,717.17,721.13,721.13,39977400,
19/02/2002,722.42,730.21,722.42,729.73,729.73,93138800,
20/02/2002,729.67,729.67,722.57,722.79,722.79,53469800,
21/02/2002,722.74,725.56,716.19,717.39,717.39,57072800,
22/02/2002,717.14,717.81,707.68,710.61,710.61,52490000,
25/02/2002,710.29,710.29,698.57,701.31,701.31,43811600,
26/02/2002,702.32,707.05,701.09,701.09,701.09,37152800,
27/02/2002,701.39,706.81,698.07,703.92,703.92,51599600,
28/02/2002,704.3,709.4,703.19,708.91,708.91,59909400,
01/03/2002,708.74,717.57,708.74,717.57,717.57,43364000,
04/03/2002,719.88,727.44,719.88,724.9,724.9,61504800,
05/03/2002,729.34,738.84,729.34,736.69,736.69,89732000,
06/03/2002,737.04,738.52,732.66,737.05,737.05,53137800,
07/03/2002,737.27,742.04,736.93,741.72,741.72,49954800,
08/03/2002,741.53,750.37,740,747.63,747.63,100847600,
11/03/2002,749.93,762.17,749.93,761.01,761.01,123879200,
12/03/2002,761.4,761.4,752.53,753.62,753.62,78039800,
13/03/2002,754,755.07,750.25,754.51,754.51,58034600,
14/03/2002,754.14,754.14,749.16,751.64,751.64,44594000,
18/03/2002,752.14,759.38,751.82,757.44,757.44,66423600,
19/03/2002,756.58,756.96,749.79,754.27,754.27,66742200,
20/03/2002,754.35,756.74,752.88,754.95,754.95,51606000,
21/03/2002,754.69,757.3,752.13,756.22,756.22,46645000,
22/03/2002,755.97,756.4,750.08,752.63,752.63,66878600,
25/03/2002,752.29,752.34,744.89,746.26,746.26,65004800,
26/03/2002,746.44,751.3,746.31,751.3,751.3,52757800,
27/03/2002,751.55,756.51,751.55,756.51,756.51,69741600,
28/03/2002,756.09,760.45,755.05,755.05,755.05,88219400,
29/03/2002,755.95,758.85,755.09,756.1,756.1,43053800,
01/04/2002,756.42,757.39,752.51,757.39,757.39,39994400,
02/04/2002,756.91,756.91,753.48,755.42,755.42,65278000,
03/04/2002,754.72,756.12,747.82,755.47,755.47,63030400,
04/04/2002,755.36,755.43,749.79,752.41,752.41,74762400,
05/04/2002,753.08,761.42,752.11,761.42,761.42,99933400,
08/04/2002,761.87,773.07,761.74,772.26,772.26,124475400,
09/04/2002,773.95,776.9,771.89,775.88,775.88,121790800,
10/04/2002,776,777.34,773.13,774.58,774.58,119238000,
11/04/2002,775.88,778.87,774.61,774.76,774.76,124411000,
12/04/2002,774.39,777.77,769.91,776.21,776.21,97250800,
15/04/2002,777.26,786.22,777.26,784.54,784.54,144255800,
16/04/2002,784.92,785.38,781.37,782.12,782.12,91265400,
17/04/2002,784.42,793.68,784.42,792.14,792.14,167122000,
18/04/2002,792.42,793.33,786.87,787.23,787.23,107981200,
19/04/2002,786.98,799.56,786.98,798.35,798.35,132277200,
22/04/2002,800.65,808.01,800.1,807.3,807.3,119218000,
23/04/2002,807.94,816.94,806.05,808.07,808.07,135703600,
24/04/2002,808.19,808.19,798.18,799.51,799.51,85581400,
26/04/2002,799.61,802.5,798.54,801.37,801.37,74897400,
29/04/2002,800.26,800.38,789.54,790.75,790.75,75063200,
30/04/2002,789.78,793.99,786.84,793.99,793.99,67751400,
02/05/2002,795.07,799.97,793.67,795.35,795.35,73689600,
03/05/2002,795.12,796.55,791.79,794.66,794.66,42822000,
06/05/2002,795.55,797.31,793.1,795.1,795.1,46630200,
07/05/2002,793.43,793.43,787.06,789.93,789.93,52094600,
08/05/2002,789.56,796.2,789.56,794.47,794.47,73995600,
09/05/2002,798.29,800.05,793.88,794.66,794.66,76786800,
10/05/2002,795.12,795.12,787.45,788.54,788.54,47601600,
13/05/2002,788.44,788.77,782.76,786.03,786.03,40539000,
14/05/2002,788.07,789.58,783.03,785.51,785.51,45955000,
15/05/2002,786.16,788.16,785.16,786.75,786.75,45848000,
16/05/2002,786.84,787.09,784.54,786.38,786.38,36572200,
17/05/2002,786.17,788.98,784.09,787.85,787.85,44474200,
20/05/2002,787.37,787.99,782.58,784.56,784.56,32886200,
21/05/2002,784.18,784.18,778.75,781.72,781.72,41904600,
22/05/2002,782.11,782.11,771.24,772.94,772.94,53836800,
23/05/2002,772.59,773.42,763.62,767.59,767.59,51349600,
24/05/2002,767.77,769.13,763.48,765.86,765.86,40983400,
28/05/2002,766.82,766.82,759.42,761.3,761.3,41959800,
29/05/2002,761.44,763.14,756.22,763.14,763.14,48969400,
30/05/2002,763.16,763.16,758.65,759.33,759.33,52467000,
31/05/2002,759.14,759.43,741.76,741.76,741.76,68636800,
03/06/2002,741.9,749.3,739.3,749,749,38846200,
04/06/2002,748.28,750.56,746.01,750.56,750.56,33353200,
05/06/2002,750.64,753.1,744.93,746.93,746.93,41726600,
06/06/2002,748.24,753.99,748.24,752.88,752.88,37691200,
07/06/2002,752.77,755.21,750.43,755.21,755.21,38200800,
10/06/2002,756.26,756.26,752.22,755.23,755.23,31500000,
11/06/2002,752.52,752.66,748.31,750.39,750.39,54039200,
12/06/2002,750.22,751.17,747.08,750.57,750.57,43263800,
13/06/2002,750.93,753.39,750.25,753.39,753.39,37363000,
14/06/2002,752.34,752.34,746.08,748.51,748.51,45792200,
17/06/2002,748.81,748.89,744.57,746.79,746.79,26192200,
18/06/2002,747.21,748.74,745.92,747.42,747.42,29403000,
19/06/2002,747.41,747.49,743.37,743.9,743.9,39927800,
20/06/2002,744.08,746.71,743.87,746.27,746.27,28101600,
21/06/2002,746.12,747.19,742.67,743.35,743.35,36746200,
24/06/2002,739.69,739.69,724.81,726.5,726.5,72659000,
25/06/2002,726.13,726.13,713.26,717.21,717.21,88623600,
26/06/2002,718.69,723.37,703.91,705.04,705.04,80596000,
27/06/2002,706.66,714.61,705.02,711.58,711.58,60920800,
28/06/2002,712.65,729.31,712.65,725.44,725.44,62162600,
01/07/2002,727.73,727.73,720.44,724.65,724.65,32276800,
02/07/2002,724.41,743.36,724.05,743.36,743.36,41308000,
03/07/2002,741.98,742,731.77,739.35,739.35,32622800,
04/07/2002,739.01,741.59,737.54,741.55,741.55,35577800,
05/07/2002,742.18,745.41,741.14,744.62,744.62,45084400,
08/07/2002,747.6,750.33,735.21,735.78,735.78,35656600,
09/07/2002,735.97,743.93,735.74,743.58,743.58,32672000,
10/07/2002,743.33,743.37,740.03,743.17,743.17,29143600,
11/07/2002,742.52,742.52,736.18,738.85,738.85,27290400,
12/07/2002,738.96,740.9,737.93,739.85,739.85,29706400,
15/07/2002,739.81,740.61,735.56,739.13,739.13,32568000,
16/07/2002,738.09,740.59,733.81,734.36,734.36,32328400,
17/07/2002,734.4,734.68,729.76,731.17,731.17,32618800,
18/07/2002,731.82,734.63,730.36,733.87,733.87,24105600,
19/07/2002,733.41,733.41,726.48,726.48,726.48,31647400,
22/07/2002,723.13,723.13,715.25,716.57,716.57,41455400,
23/07/2002,715.3,724.99,712.91,724.32,724.32,33984200,
24/07/2002,723.2,723.2,715.1,715.1,715.1,42263800,
25/07/2002,720.18,722.33,715.46,718.85,718.85,33671200,
26/07/2002,718.38,720.39,715.15,717.71,717.71,24414800,
29/07/2002,717.63,721.71,717.08,720.98,720.98,22193400,
30/07/2002,724.05,727.5,721.18,721.9,721.9,38024400,
31/07/2002,722.11,723.93,721.17,721.59,721.59,32491800,
01/08/2002,721.33,723.57,719.88,723.57,723.57,40143400,
02/08/2002,723.42,723.42,718.7,719.53,719.53,32656200,
05/08/2002,719.33,721.15,718.15,721.15,721.15,30031400,
06/08/2002,720.05,720.05,716.46,719.18,719.18,33130600,
07/08/2002,719.58,722.21,719.58,721.65,721.65,22147800,
08/08/2002,721.87,723.12,721.52,722.5,722.5,19411200,
09/08/2002,722.62,724.76,722.57,723.18,723.18,23303400,
12/08/2002,723.86,724.03,720.75,724.03,724.03,30360600,
13/08/2002,724.02,730.11,723.22,729.29,729.29,32445000,
14/08/2002,728.69,731.23,726.1,729.99,729.99,23616800,
15/08/2002,731.5,736.42,731.5,734.07,734.07,38895400,
16/08/2002,735.12,738.76,734.43,736.6,736.6,30801000,
19/08/2002,736.6,736.76,733.98,736.54,736.54,24038800,
20/08/2002,736.97,737.69,733.3,733.98,733.98,29496000,
21/08/2002,734.06,734.06,728.58,730.79,730.79,34926400,
22/08/2002,730.79,732.03,728.61,730.01,730.01,33768600,
23/08/2002,730.24,731.52,727.41,729.99,729.99,24106800,
26/08/2002,729.37,729.64,726.79,728.49,728.49,29809000,
27/08/2002,728.96,729.35,726.69,728.73,728.73,34748600,
28/08/2002,728.83,728.83,723.43,724.72,724.72,33596000,
29/08/2002,724.63,725.5,713.83,715.14,715.14,40406000,
