Date,3M Normal,3M Enhanced,3M ML,6M Normal,6M Enhanced,6M ML,12M Normal,12M Enhanced,12M ML,Average Risk-free rate return (converted to monthly)
31/5/2007,0.016911698,0.020312594,0.016911698,-0.007191187,0.005597335,-0.007191187,0.027438607,0.025191977,0.027438607,0.003076543
30/6/2007,0.000690666,-0.008935746,0.000690666,0.072415211,0.062220761,0.072415211,0.053046665,0.058087522,0.053046665,0.003076543
31/7/2007,-0.048863755,-0.073034786,-0.048863755,0.001454308,-0.005322675,0.001454308,0.004193382,-0.017643981,0.004193382,0.003076543
31/8/2007,0.012233345,0.02539274,0.012233345,0.059186195,0.062735542,0.059186195,0.065321644,0.072466566,0.065321644,0.003076543
30/9/2007,-0.012051726,-0.015777699,-0.012051726,-0.00573397,-0.009425949,-0.00573397,-0.011892244,-0.014023715,-0.011892244,0.003076543
31/10/2007,-0.012636731,0.007109346,-0.012636731,0.020009002,0.015275194,0.020009002,0.031380837,0.028844439,0.031380837,0.003076543
30/11/2007,-0.015091985,-0.007586899,-0.015091985,0.007043867,-0.009719349,0.007043867,0.004750871,0.001250972,0.004750871,0.003076543
31/12/2007,0.027840737,0.014435131,0.027840737,0.044446177,0.040178418,0.044446177,0.047935608,0.038747427,0.047935608,0.003076543
31/1/2008,0.022393014,0.045685577,0.022393014,0.014756641,0.019110603,0.014756641,-0.012940678,-0.020103168,-0.012940678,0.003076543
29/2/2008,0.034284682,0.033412101,0.034284682,0.055645161,0.057772981,0.055645161,0.029820872,0.029490125,0.029820872,0.003076543
31/3/2008,-0.00975105,0.00248265,-0.00975105,0.005474269,0.003606074,0.005474269,-0.023121335,-0.01841756,-0.023121335,0.003076543
30/4/2008,0.012847028,0.028614289,0.012847028,0.006146143,0.0055393,0.006146143,0.017718101,0.021050241,0.017718101,0.003076543
31/5/2008,0.031897836,0.043548374,0.031897836,0.090864794,0.083514131,0.090864794,0.080076625,0.074484474,0.080076625,0.003076543
30/6/2008,0.013252379,0.014011124,0.013252379,0.069732051,0.060286265,0.069732051,0.0599433,0.057024099,0.0599433,0.003076543
31/7/2008,-0.009340511,-0.020739601,-0.009340511,-0.02509103,-0.019637124,-0.02509103,-0.048105935,-0.041570996,-0.048105935,0.003076543
31/8/2008,-0.011566222,-0.010214672,-0.011566222,-0.018708049,-0.006759901,-0.018708049,-0.005180492,-0.000755825,-0.005180492,0.003076543
30/9/2008,0.01442149,0.015956302,0.01442149,0.015913331,0.017823813,0.015913331,0.022775747,0.021267873,0.022775747,0.003076543
31/10/2008,0.053995236,0.073221092,0.073221092,0.070499372,0.073473888,0.073473888,0.091267277,0.084140486,0.084140486,0.003076543
30/11/2008,-0.046495514,-0.066551405,-0.066551405,-0.038051367,-0.021594786,-0.021594786,-0.051886135,-0.034905566,-0.034905566,0.003076543
31/12/2008,-0.00594733,-0.008758647,-0.008758647,0.017992567,0.016798422,0.016798422,-0.013456818,-0.018946218,-0.018946218,0.003076543
31/1/2009,-0.003178105,0.007793291,0.007793291,-0.016909218,-0.02300692,-0.02300692,-0.023247814,-0.021191631,-0.021191631,0.003076543
28/2/2009,0.010573942,0.010774773,0.010774773,0.028866938,0.021252036,0.021252036,0.027657361,0.023126336,0.023126336,0.003076543
31/3/2009,0.007347411,-0.002353711,-0.002353711,-0.010310253,-0.004542057,-0.004542057,-0.011909369,-0.002232362,-0.002232362,0.003076543
30/4/2009,-0.08192876,-0.115431297,-0.08192876,-0.16392016,-0.162547654,-0.16392016,-0.350308175,-0.339773122,-0.350308175,0.003076543
31/5/2009,-0.005692597,-0.029603904,-0.005692597,-0.098911001,-0.101257188,-0.098911001,-0.142950683,-0.122932703,-0.142950683,0.003076543
30/6/2009,-0.009763033,0.006727402,-0.009763033,-0.005823612,0.006575715,-0.005823612,-0.00932855,-0.013455753,-0.00932855,0.003076543
31/7/2009,0.02947538,0.029114216,0.02947538,0.016329545,0.009752277,0.016329545,-0.033864446,-0.028260492,-0.033864446,0.003076543
31/8/2009,-0.00036868,0.001094248,-0.00036868,-0.050563469,-0.052093151,-0.050563469,0.020074712,0.019095765,0.020074712,0.003076543
30/9/2009,0.041995779,0.042123315,0.041995779,0.004066356,0.002982872,0.004066356,0.0126212,0.003394794,0.0126212,0.003076543
31/10/2009,0.026539761,0.006647751,0.026539761,0.018159913,0.019439544,0.018159913,-0.008840717,-0.020583658,-0.008840717,0.003076543
30/11/2009,0.011600606,0.027522324,0.011600606,0.032356738,0.037680179,0.032356738,-0.01918409,-0.022722276,-0.01918409,0.003076543
31/12/2009,0.043142277,0.058356776,0.043142277,0.030442812,0.023803202,0.030442812,0.036394507,0.035472834,0.036394507,0.003076543
31/1/2010,-0.003670438,-3.05596E-05,-0.003670438,-0.025426622,-0.023301845,-0.025426622,0.017773268,0.02268757,0.017773268,0.003076543
28/2/2010,0.028844773,0.040765166,0.028844773,0.040112763,0.025822927,0.040112763,0.009163099,0.003535892,0.009163099,0.003076543
31/3/2010,0.01495816,0.013484084,0.01495816,0.0513351,0.052441785,0.0513351,0.05797651,0.052199063,0.05797651,0.003076543
30/4/2010,0.005085542,0.004474683,0.005085542,-0.002973843,-0.001508525,-0.002973843,-0.003221335,-0.001212363,-0.003221335,0.003076543
31/5/2010,0.011599269,0.008699373,0.011599269,0.000682406,0.000942945,0.000682406,0.002783624,-0.001128383,0.002783624,0.003076543
30/6/2010,0.018360643,0.014414815,0.018360643,0.015481145,0.006255439,0.015481145,0.032743786,0.02974839,0.032743786,0.003076543
31/7/2010,0.029289182,0.027701694,0.029289182,0.012678436,0.003327545,0.012678436,0.00990313,-0.004320593,0.00990313,0.003076543
31/8/2010,0.016831785,0.017848991,0.016831785,-0.000156957,0.005984934,-0.000156957,-0.006454699,-0.007048621,-0.006454699,0.003076543
30/9/2010,0.021434851,0.022129233,0.021434851,-0.005379123,-0.00633423,-0.005379123,-0.011403221,-0.011940749,-0.011403221,0.003076543
