Date,3M Normal,3M Enhanced,3M ML,6M Normal,6M Enhanced,6M ML,12M Normal,12M Enhanced,12M ML,Average Risk-free rate return (converted to monthly)
31/8/2017,-0.030,-0.028,-0.030,-0.024,-0.026,-0.024,-0.017,-0.015,-0.017,0.003076543
30/9/2017,-0.005,-0.008,-0.005,-0.006,-0.005,-0.006,-0.008,-0.008,-0.008,0.003076543
31/10/2017,0.042,0.032,0.042,0.049,0.047,0.049,0.043,0.047,0.043,0.003076543
30/11/2017,-0.075,-0.071,-0.075,-0.046,-0.042,-0.046,-0.040,-0.045,-0.040,0.003076543
31/12/2017,0.043,0.031,0.043,0.041,0.038,0.041,0.043,0.034,0.043,0.003076543
31/1/2018,0.014,0.018,0.014,-0.002,0.002,-0.002,0.001,0.007,0.001,0.003076543
28/2/2018,-0.015,-0.015,-0.015,-0.021,-0.022,-0.021,-0.015,-0.018,-0.015,0.003076543
31/3/2018,-0.081,-0.078,-0.081,-0.111,-0.105,-0.111,-0.111,-0.106,-0.111,0.003076543
30/4/2018,-0.025,-0.029,-0.025,-0.034,-0.035,-0.034,-0.034,-0.034,-0.034,0.003076543
31/5/2018,-0.047,-0.046,-0.047,-0.060,-0.057,-0.060,-0.058,-0.061,-0.058,0.003076543
30/6/2018,0.008,0.009,0.008,-0.011,-0.013,-0.011,0.004,0.001,0.004,0.003076543
31/7/2018,0.050,0.047,0.047,0.026,0.020,0.020,0.032,0.030,0.030,0.003076543
31/8/2018,-0.042,-0.039,-0.039,-0.015,-0.004,-0.004,-0.011,-0.011,-0.011,0.003076543
30/9/2018,-0.017,-0.018,-0.017,-0.007,-0.008,-0.007,-0.013,-0.013,-0.013,0.003076543
31/10/2018,-0.092,-0.091,-0.092,-0.095,-0.093,-0.095,-0.071,-0.074,-0.071,0.003076543
30/11/2018,-0.026,-0.031,-0.031,-0.029,-0.033,-0.033,-0.003,-0.007,-0.007,0.003076543
31/12/2018,-0.038,-0.033,-0.033,-0.066,-0.061,-0.061,-0.051,-0.047,-0.047,0.003076543
31/1/2019,0.060,0.068,0.068,0.042,0.039,0.039,0.030,0.030,0.030,0.003076543
28/2/2019,0.015,0.014,0.015,0.005,0.002,0.005,0.011,0.004,0.011,0.003076543
31/3/2019,0.043,0.043,0.043,-0.004,-0.002,-0.004,-0.003,-0.005,-0.003,0.003076543
30/4/2019,0.016,0.019,0.019,0.039,0.041,0.041,0.011,-0.001,-0.001,0.003076543
31/5/2019,-0.091,-0.085,-0.085,-0.080,-0.066,-0.066,-0.072,-0.063,-0.063,0.003076543
30/6/2019,0.031,0.021,0.031,0.031,0.016,0.031,0.028,0.022,0.028,0.003076543
31/7/2019,-0.008,-0.016,-0.008,0.013,0.008,0.013,0.003,-0.002,0.003,0.003076543
31/8/2019,-0.043,-0.041,-0.041,-0.048,-0.047,-0.047,-0.026,-0.026,-0.026,0.003076543
30/9/2019,0.019,0.014,0.014,-0.006,-0.004,-0.004,0.005,-0.003,-0.003,0.003076543
31/10/2019,0.062,0.048,0.048,0.049,0.043,0.043,0.056,0.047,0.047,0.003076543
30/11/2019,-0.016,-0.010,-0.016,-0.022,-0.016,-0.022,-0.015,-0.012,-0.015,0.003076543
31/12/2019,0.074,0.068,0.068,0.074,0.061,0.061,0.053,0.038,0.038,0.003076543
31/1/2020,-0.051,-0.043,-0.051,-0.028,-0.041,-0.028,-0.044,-0.058,-0.044,0.003076543
29/2/2020,-0.044,-0.040,-0.040,-0.035,-0.038,-0.038,-0.042,-0.034,-0.034,0.003076543
31/3/2020,-0.227,-0.233,-0.233,-0.258,-0.258,-0.258,-0.259,-0.262,-0.262,0.003076543
30/4/2020,0.181,0.176,0.176,0.191,0.191,0.191,0.199,0.199,0.199,0.003076543
31/5/2020,0.130,0.097,0.097,0.145,0.102,0.102,0.158,0.137,0.137,0.003076543
30/6/2020,0.007,0.003,0.007,0.026,0.024,0.026,-0.005,-0.009,-0.005,0.003076543
31/7/2020,0.212,0.162,0.212,0.210,0.173,0.210,0.242,0.202,0.242,0.003076543
31/8/2020,0.122,0.121,0.122,0.118,0.124,0.118,0.116,0.118,0.116,0.003076543
30/9/2020,-0.116,-0.103,-0.116,-0.106,-0.099,-0.106,-0.103,-0.098,-0.103,0.003076543
31/10/2020,-0.003,0.004,0.004,0.006,-0.002,-0.002,0.015,0.017,0.017,0.003076543
30/11/2020,0.155,0.155,0.155,0.134,0.128,0.134,0.099,0.106,0.099,0.003076543
31/12/2020,0.014,0.020,0.014,0.004,0.010,0.004,-0.005,0.013,-0.005,0.003076543
31/1/2021,-0.031,-0.038,-0.031,0.000,0.001,0.000,0.031,0.027,0.031,0.003076543
28/2/2021,0.122,0.117,0.122,0.100,0.093,0.100,0.065,0.077,0.065,0.003076543
31/3/2021,-0.030,-0.029,-0.029,-0.021,-0.016,-0.016,-0.055,-0.047,-0.047,0.003076543
30/4/2021,0.086,0.091,0.086,0.070,0.073,0.070,0.099,0.107,0.099,0.003076543
31/5/2021,-0.085,-0.081,-0.085,-0.112,-0.112,-0.112,-0.116,-0.118,-0.116,0.003076543
30/6/2021,-0.059,-0.049,-0.059,-0.037,-0.043,-0.037,-0.050,-0.045,-0.050,0.003076543
31/7/2021,0.008,0.001,0.008,0.025,0.022,0.025,0.032,0.025,0.032,0.003076543
31/8/2021,0.039,0.035,0.039,0.031,0.027,0.031,0.051,0.054,0.051,0.003076543
30/9/2021,0.006,0.004,0.006,-0.012,-0.021,-0.012,0.015,0.016,0.015,0.003076543
31/10/2021,0.025,0.030,0.025,0.036,0.032,0.036,0.041,0.036,0.041,0.003076543
30/11/2021,-0.109,-0.106,-0.109,-0.095,-0.097,-0.095,-0.098,-0.097,-0.098,0.003076543
31/12/2021,0.000,-0.002,0.000,-0.014,-0.011,-0.014,0.002,0.001,0.002,0.003076543
31/1/2022,-0.038,-0.034,-0.038,-0.023,-0.018,-0.023,-0.025,-0.023,-0.025,0.003076543
28/2/2022,0.000,0.003,0.000,0.011,0.019,0.011,0.013,0.018,0.013,0.003076543
31/3/2022,-0.024,-0.026,-0.024,-0.017,-0.031,-0.017,-0.015,-0.025,-0.015,0.003076543
30/4/2022,0.050,0.044,0.050,0.043,0.039,0.043,0.021,0.019,0.021,0.003076543
31/5/2022,-0.053,-0.055,-0.053,-0.076,-0.076,-0.076,-0.070,-0.064,-0.070,0.003076543
30/6/2022,-0.088,-0.083,-0.088,-0.091,-0.086,-0.091,-0.098,-0.093,-0.098,0.003076543
31/7/2022,0.008,0.005,0.008,0.014,0.015,0.014,0.006,0.005,0.006,0.003076543
31/8/2022,0.000,0.007,0.000,0.006,0.005,0.006,0.019,0.021,0.019,0.003076543
30/9/2022,-0.036,-0.032,-0.036,-0.027,-0.033,-0.027,-0.022,-0.030,-0.022,0.003076543
31/10/2022,0.054,0.059,0.054,0.027,0.028,0.027,0.049,0.037,0.049,0.003076543
30/11/2022,0.048,0.043,0.048,0.038,0.032,0.038,0.025,0.020,0.025,0.003076543
31/12/2022,0.026,0.013,0.026,0.021,0.021,0.021,0.014,0.011,0.014,0.003076543
